"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"110","Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Pierangelo Albini, direttore dell'area lavoro e welfare di Confindustria.","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2016-01-13,"<http://dati.camera.it/ocd/intervento.rdf/in17_371391>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86607_17>","Sinistra"
"111","Iniziative per il tempestivo aggiornamento dei metodi di computo del numero delle pensioni di anzianità e anticipate liquidate con il sistema contributivo, con particolare riferimento al dato relativo alle lavoratrici che si sono avvalse della cosiddetta «opzione donna»  n. 3-02428","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2016-07-27,"<http://dati.camera.it/ocd/intervento.rdf/in17_402445>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib94391_17>","Sinistra"
"112","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Vera Lamonica, Segretaria confederale della CGIL, Valeria Picchio, componente del Dipartimento Democrazia economica della CISL, Domenico Proietti, Segretario confederale della UIL, Nazzareno Giuseppe Mollicone, Dirigente confederale della UGL.","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2015-11-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_363984>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85063_17>","Sinistra"
"113","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (decessi a seguito di vaccinazioni e richiesta di un'informativa del Ministro della salute a tale riguardo; mancata adozione del piano antiviolenza sulle donne; rilevanza del fenomeno della mancata risposta alle interrogazioni; competenze per il riordino della sanità; vertenza dei lavoratori della società Milano 90; incardinamento di una proposta di legge; tragica scomparsa del bambino Andrea Stival in Sicilia) e per la risposta a strumenti del sindacato ispettivo.","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-11-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_309155>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72948_17>","Movimento 5 Stelle"
"114","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305892>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"115","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303091>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"116","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273086>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"117","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273085>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"118","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","MANLIO","DI STEFANO","male",1981-05-16,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Consulente informatico",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273189>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"119","Comunicazioni del Presidente sugli esiti della riunione interparlamentare organizzata dalla Commissione diritti della donna e uguaglianza di genere (FEMM) del Parlamento europeo avente ad oggetto «Donne rifugiate e richiedenti asilo nell'Unione europea» (Bruxelles, 3 marzo 2016).","FEDERICA","DIENI","female",1986-03-06,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in giurisprudenza, Master in politiche di pace e cooperazione allo sviluppo nell'area del Mediterraneo; Libera professione",2013-03-19,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385674>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90083_17>","Movimento 5 Stelle"
"120","Svolgimento e conclusione - Indagine conoscitiva sulle politiche in materia di parità tra donne e uomini. Audizione di rappresentanti dell'ANCI (Associazione Nazionale Comuni Italiani): Francesca Bottalico, Assessora alle Pari Opportunità e Welfare del Comune di Bari.","ANTONIO","DISTASO","male",1966-06-13,"MISTO (19.11.2015-22.03.2018)","Laurea in giurisprudenza; Avvocato",2015-11-19,2018-03-22,2017-11-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_459419>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib109640_17>","Misto"
"121","Sull'ordine dei lavori, in merito a comportamenti illeciti di alcuni esponenti della forza pubblica, ad un caso di violenza su una donna, per congratulazioni alla Questura di Roma per l'individuazione dei responsabili di un episodio di antisemitismo, e per la risposta a strumenti del sindacato ispettivo","MARILENA","FABBRI","female",1969-10-21,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Funzionario regione Emilia Romagna",2013-03-19,2018-03-22,2014-01-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_261291>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62832_17>","Sinistra"
"122","Svolgimento e conclusione - Indagine conoscitiva sulle politiche in materia di parità tra donne e uomini. Audizione di rappresentanti dell'ANCI (Associazione Nazionale Comuni Italiani): Francesca Bottalico, Assessora alle Pari Opportunità e Welfare del Comune di Bari.","MARILENA","FABBRI","female",1969-10-21,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Funzionario regione Emilia Romagna",2013-03-19,2018-03-22,2017-11-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_459421>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib109640_17>","Sinistra"
"123","Discussione e conclusione - Approvazione della risoluzione n. 8-00269 - 7-01324 Spadoni: Sui profili attuativi della Convenzione del Consiglio d'Europa sulla prevenzione e la lotta alla violenza contro le donne e la violenza domestica","MARILENA","FABBRI","female",1969-10-21,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Funzionario regione Emilia Romagna",2013-03-19,2018-03-22,2017-11-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_457301>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108933_17>","Sinistra"
"124","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (alluvioni a Carrara; proposte di legge di iniziative popolare; mancata adozione del piano antiviolenza sulle donne da parte del Governo; coppia di cristiani arsi vivi in Pakistan e persecuzioni anticristiane nei paesi islamici)","MONICA","FAENZI","female",1965-05-21,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-23.09.2015)","Laurea in giurisprudenza",2013-03-19,2015-09-23,2014-11-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_304286>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72150_17>","Destra"
"125","Sull'ordine dei lavori, in merito a comportamenti illeciti di alcuni esponenti della forza pubblica, ad un caso di violenza su una donna, per congratulazioni alla Questura di Roma per l'individuazione dei responsabili di un episodio di antisemitismo, e per la risposta a strumenti del sindacato ispettivo","EDOARDO","FANUCCI","male",1983-02-24,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia e legislazione per le imprese (CLELI)",2013-03-19,2018-03-22,2014-01-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_261288>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62832_17>","Sinistra"
"126","Svolgimento e conclusione - Indagine conoscitiva sulla tutela dei diritti delle minoranze per il mantenimento della pace e della sicurezza a livello internazionale.
Audizione di Isabella Peretti, co-autrice dell'introduzione del volume ""Stupri di guerra e violenze di genere"" e curatrice della collana ""Sessismorazzismo"", Vittoria Tola, responsabile nazionale dell'Unione Donne Italiane, Chiara Valentini, giornalista e saggista, e Simona La Rocca, curatrice del libro ""Stupri di guerra e violenze di genere"" ed esperta di diritti umani e di diritti dell'ambiente","GIOVANNI","FARINA","male",1941-01-10,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di istituto tecnico per geometri; Ingegnere civile",2013-03-19,2018-03-22,2016-02-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_379321>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib88411_17>","Sinistra"
"127","Svolgimento e conclusione - Indagine conoscitiva sulla tutela dei diritti delle minoranze per il mantenimento della pace e della sicurezza a livello internazionale.
Audizione di Isabella Peretti, co-autrice dell'introduzione del volume ""Stupri di guerra e violenze di genere"" e curatrice della collana ""Sessismorazzismo"", Vittoria Tola, responsabile nazionale dell'Unione Donne Italiane, Chiara Valentini, giornalista e saggista, e Simona La Rocca, curatrice del libro ""Stupri di guerra e violenze di genere"" ed esperta di diritti umani e di diritti dell'ambiente","GIOVANNI","FARINA","male",1892-10-28,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di istituto tecnico per geometri; Ingegnere civile",2013-03-19,2018-03-22,2016-02-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_379321>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib88411_17>","Sinistra"
"128","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","MASSIMILIANO","FEDRIGA","male",1980-07-02,"LEGA NORD E AUTONOMIE (19.03.2013-22.03.2018)","Laurea in scienze della comunicazione; Esperto di marketing",2013-03-19,2018-03-22,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261051>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Destra"
"129","Relazione della deputata Fabrizia Giuliani sulla riunione interparlamentare svolta a Bruxelles presso il Parlamento europeo il 21 novembre 2017 sul tema «La Convenzione di Istanbul: combattere la violenza contro le donne a livello nazionale ed europeo»","DONATELLA","FERRANTI","female",1957-06-03,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Magistrato ordinario",2013-03-19,2018-03-22,2017-12-05,"<http://dati.camera.it/ocd/intervento.rdf/in17_460995>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib110107_17>","Sinistra"
"130","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (entrata in vigore della Convenzione di Istanbul sulla lotta alla violenza contro le donne; sciopero della fame di esponenti radicali per la condizione dei detenuti; per la nomina del Commissario per la sanità in Calabria; default dell'Argentina; blocco della vendita di armi ad Israele; per il rapido voto in Assemblea del disegno di legge sul reato di depistaggio; probabile chiusura del centro trapianti di midollo osseo di Genova; problemi nell'attuazione del piano delle infrastrutture strategiche; per comunicazione del Governo sulla revisione della convenzione tra la Tirrenia e la Regione Sardegna; sversamento di liquami nocivi nel fiume Treja; aumento della disoccupazione giovanile e intendimenti del Governo; violenza sessuale di militari USA a Vicenza; per la nomina di un ministro per le pari opportunità) e per la risposta a strumenti del sindacato ispettivo.","VITTORIO","FERRARESI","male",1987-09-21,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea magistrale in giurisprudenza",2013-03-19,2018-03-22,2014-07-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_291487>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib69280_17>","Movimento 5 Stelle"
